id,predicted
1774273,86 74 24
1774356,51 64 83
1774362,82 95 80
1774406,86 37 24
1774431,51 64 82
1774447,93 41 83
1774457,25 8 26
1774480,38 57 3
1774499,3 69 100
1774585,44 31 34
1774758,49 97 30
1774887,2 0 74
1774906,97 68 40
1774963,93 41 83
1774991,37 39 88
1775008,30 32 33
1775030,15 16 2
1775057,34 66 41
1775084,88 89 41
1775101,3 97 102
1775358,42 12 97
1775431,51 64 82
1775520,82 95 80
1775541,51 80 64
1775545,19 18 17
1775679,32 33 97
1775740,37 54 83
1775904,93 41 83
1776023,97 49 25
1776177,89 88 53
1776216,23 2 0
1776324,71 4 26
1776412,44 0 8
1776452,84 2 89
1776488,71 4 79
1776489,66 31 2
1776521,70 64 85
1776554,37 39 41
1776678,96 62 56
1776734,86 37 74
1776791,51 64 80
1776874,5 41 24
1776981,92 87 89
1777225,42 85 12
1777287,0 67 2
1777290,51 64 80
1777309,21 20 85
1777356,25 26 40
1777361,44 93 41
1777369,63 47 39
1777373,3 97 65
1777432,0 2 67
1777436,50 16 55
1777495,58 65 34
1777545,33 6 7
1777558,67 35 0
1777575,30 33 47
1777666,73 76 79
1777684,88 89 94
1777743,80 28 95
1777781,37 39 97
1777807,78 65 79
1777879,0 67 74
1777915,30 32 33
1778129,65 58 59
1778184,37 41 39
1778439,19 18 15
1778527,68 75 6
1778583,18 19 20
1778727,78 74 8
1778739,97 65 58
1778794,12 42 50
1778875,102 3 90
1778980,41 54 53
1779045,78 17 74
1779102,79 2 75
1779203,18 17 19
1779262,47 49 39
1779368,89 41 88
1779372,53 54 88
1779450,0 2 67
1779532,65 58 59
1779626,26 24 25
1779660,41 5 24
1779679,52 42 1
1779906,79 73 75
1780028,88 89 57
1780082,37 41 39
1780252,86 89 74
1780400,55 49 32
1780485,88 43 98
1780557,79 73 76
1780635,50 94 1
1780636,81 18 63
1780729,37 41 39
1780751,36 11 3
1780929,65 58 24
1780974,30 68 76
1781016,49 4 26
1781033,83 35 67
1781260,11 2 46
1781430,0 2 67
1781526,41 83 88
1781576,41 24 89
1781578,30 32 47
1781587,49 26 4
1781621,45 39 81
1781676,42 61 100
1781685,23 2 67
1781690,91 5 89
1781692,93 41 83
1781707,86 24 41
1781715,44 0 67
1781724,102 31 100
1781820,22 39 15
1781909,4 33 72
1781954,27 9 28
1781966,93 41 83
1781978,73 76 79
1782142,35 83 56
1782145,45 39 41
1782198,65 58 59
1782258,5 24 41
1782338,75 71 68
1782346,34 44 41
1782475,4 33 72
1782508,24 41 98
1782626,3 41 92
1782733,46 40 43
1782794,58 65 89
1782839,80 95 26
1782887,40 85 42
1782945,50 2 16
1783011,47 56 68
1783151,49 64 99
1783159,98 5 86
1783255,1 31 44
1783320,94 49 99
1783351,44 66 57
1783376,12 42 51
1783387,2 65 83
1783485,74 24 41
1783515,86 97 37
1783585,6 0 97
1783586,42 40 61
1783599,93 41 83
1783607,46 40 61
1783633,65 58 59
1783689,65 41 24
1783690,101 40 65
1783810,68 98 97
1783893,64 51 82
1783935,65 58 34
1783979,97 40 46
1784133,56 57 3
1784206,40 46 97
1784266,58 65 59
1784272,34 2 66
1784288,8 97 74
1784356,35 83 56
1784382,98 86 24
1784465,97 40 48
1784582,10 78 40
1784590,91 89 54
1784603,67 88 0
1784865,43 36 85
1784909,2 0 40
1785006,78 45 74
1785075,63 77 1
1785203,41 24 89
1785234,41 83 24
1785255,56 57 3
1785290,51 99 64
1785331,43 46 65
1785355,12 42 51
1785380,97 65 58
1785418,73 76 74
1785423,26 25 94
1785572,100 1 96
1785615,32 30 33
1785678,1 39 31
1785809,50 41 2
1785970,86 24 7
1786146,86 24 74
1786181,83 35 93
1786221,53 54 89
1786291,51 64 99
1786396,39 37 45
1786452,15 68 97
1786636,34 43 2
1786809,21 17 20
1786830,42 35 40
1786844,85 35 42
1786910,80 95 83
1786914,101 102 89
1786955,86 97 24
1786958,83 35 80
1787047,66 31 44
1787049,41 24 5
1787224,3 102 57
1787344,92 40 13
1787428,2 49 30
1787475,93 41 24
1787564,47 98 20
1787574,62 89 66
1787585,46 40 47
1787654,83 89 56
1787753,40 46 2
1787858,65 58 3
1788015,5 24 41
1788052,86 24 98
1788152,88 89 95
1788180,5 41 24
1788206,1 31 66
1788316,42 12 40
1788503,27 28 12
1788559,37 53 21
1788700,94 80 99
1788712,35 5 85
1788725,91 54 89
1788779,39 63 1
1788787,44 1 66
1788807,101 89 3
1788944,73 76 79
1789151,97 86 65
1789283,81 97 45
1789284,33 32 4
1789397,75 15 97
1789409,80 2 95
1789444,84 102 2
1789454,58 65 59
1789808,82 95 94
1789926,73 76 5
1789944,21 23 20
1790129,51 64 82
1790133,25 8 26
1790204,2 0 97
1790230,8 97 67
1790251,100 45 39
1790257,60 70 26
1790337,6 0 97
1790472,53 54 41
1790655,91 54 99
1790691,18 17 19
1790953,34 44 66
1791107,93 41 44
1791127,0 67 2
1791178,88 89 53
1791201,29 68 97
1791205,93 41 62
1791293,43 36 48
1791678,41 24 5
1791773,79 73 76
1791951,56 95 57
1792381,7 86 40
1792623,86 97 6
1792650,97 6 5
1792678,85 64 23
1792754,78 65 97
1792821,91 40 37
1792968,91 89 54
1793044,76 73 2
1793158,37 86 73
1793178,80 51 2
1793202,97 40 86
1793366,35 83 41
1793444,98 5 24
1793469,42 12 85
1793589,93 41 83
1793590,79 75 78
1793664,56 57 88
1793667,73 79 76
1793710,3 88 89
1793791,35 83 80
1793947,101 1 95
1793959,95 82 80
1793977,23 2 102
1794091,47 2 73
1794127,73 76 79
1794151,38 2 47
1794155,23 2 96
1794170,54 90 53
1794189,71 33 4
1794261,88 89 24
1794278,86 97 98
1794359,0 67 2
1794434,100 28 84
1794471,75 79 68
1794514,36 11 9
1794552,0 86 2
1794636,30 97 32
1794716,5 41 24
1794724,73 76 79
1794858,71 33 77
1795118,86 5 7
1795150,53 54 41
1795349,65 58 41
1795354,87 13 92
1795420,35 83 89
1795437,1 31 66
1795445,64 51 82
1795531,91 70 54
1795560,88 0 95
1795718,81 26 2
1795840,3 52 97
1795967,80 95 82
1796002,55 50 23
1796012,100 1 31
1796108,73 47 2
1796114,47 12 30
1796155,51 80 64
1796215,24 89 41
1796372,83 44 66
1796375,73 76 30
1796409,2 0 71
1796436,98 24 41
1796532,65 58 24
1796678,89 88 67
1796793,41 24 5
1796848,93 83 41
1796853,94 88 1
1796895,85 16 42
1796933,71 33 4
1796958,16 41 31
1797058,2 0 74
1797102,49 26 97
1797183,56 83 57
1797218,21 17 23
1797244,42 40 12
1797309,41 24 5
1797404,38 41 93
1797417,49 50 97
1797435,99 64 91
1797561,42 12 85
1797708,4 33 72
1797730,82 95 94
1797788,6 31 88
1797835,3 52 100
1797889,97 5 67
1797893,88 91 101
1797946,54 53 91
1798192,49 68 26
1798290,91 89 13
1798298,86 98 6
1798450,35 83 41
1798504,53 41 30
1798551,24 41 83
1798594,91 54 89
1798619,65 58 59
1798675,2 73 79
1798820,32 27 11
1798875,44 1 31
1798920,40 97 2
1798979,1 44 41
1799014,93 66 41
1799042,102 101 65
1799278,95 44 82
1799287,24 89 83
1799433,7 24 86
1799588,93 41 83
1799592,20 50 21
1799613,44 31 66
1799621,28 27 99
1799658,42 40 46
1799763,64 51 99
1799781,18 19 20
1799796,86 97 24
1799821,19 18 15
1799847,93 66 44
1799873,83 93 35
1799948,53 54 89
1800232,79 75 73
1800248,44 1 66
1800317,79 73 75
1800320,8 67 2
1800344,3 53 54
1800396,99 53 64
1800600,57 3 56
1800651,97 5 24
1800871,2 15 31
1800934,4 71 40
1801070,42 12 88
1801144,63 47 19
1801224,30 68 33
1801264,60 59 26
1801412,86 42 89
1801418,41 5 24
1801488,56 88 41
1801616,41 5 24
1801632,12 42 77
1801638,37 39 41
1801714,1 31 39
1801838,26 66 93
1802130,59 65 58
1802148,39 20 31
1802159,23 2 0
1802263,102 101 23
1802482,9 46 11
1802511,75 68 29
1802541,1 31 38
1802584,12 43 36
1802633,79 73 78
1802645,28 27 18
1802745,49 2 39
1803017,63 39 19
1803050,86 98 88
1803061,59 65 58
1803115,51 64 99
1803361,1 44 31
1803396,60 65 78
1803461,74 24 5
1803552,51 64 82
1803633,18 19 17
1803657,26 25 84
1803674,16 60 15
1803707,41 54 89
1803748,73 12 36
1803792,92 87 95
1803832,86 37 98
1803862,41 93 53
1803938,19 15 18
1803956,94 88 23
1803975,2 0 74
1803982,15 2 16
1804139,35 1 41
1804203,53 89 83
1804259,56 57 41
1804375,2 15 48
1804439,5 98 24
1804482,13 56 87
1804498,36 15 48
1804667,83 41 35
1804686,58 65 34
1804726,62 42 56
1804834,49 98 30
1804838,42 12 44
1804904,10 2 97
1804930,56 3 57
1804976,30 97 23
1805096,41 5 24
1805106,23 2 0
1805122,45 31 1
1805277,21 17 39
1805311,35 83 85
1805342,24 41 74
1805446,101 87 90
1805459,8 25 15
1805508,38 57 56
1805512,86 24 5
1805604,60 5 16
1805672,12 6 69
1805692,43 2 67
1805716,65 58 34
1805726,80 95 2
1805779,47 68 63
1805952,78 76 73
1805954,52 45 97
1806015,24 5 41
1806051,18 81 94
1806090,52 1 66
1806091,98 97 5
1806117,53 54 89
1806135,64 51 82
1806156,38 57 56
1806182,30 15 2
1806274,1 31 44
1806282,2 0 67
1806328,44 65 94
1806544,80 95 83
1806562,57 3 56
1806677,59 65 76
1806869,100 66 1
1806873,92 13 87
1806920,78 83 65
1806971,73 76 86
1807151,6 97 98
1807218,86 37 7
1807234,56 57 41
1807268,15 2 0
1807370,2 0 47
1807379,48 43 46
1807415,93 64 41
1807431,47 63 36
1807483,94 82 44
1807948,47 2 16
1808105,73 76 79
1808108,1 31 66
1808153,38 101 57
1808195,51 64 82
1808219,83 67 35
1808255,62 93 83
1808515,102 64 101
1808629,83 35 56
1808806,34 2 66
1808868,24 41 5
1808902,49 99 18
1808923,79 73 75
1809003,64 51 82
1809048,33 11 46
1809129,13 23 92
1809137,50 2 15
1809155,93 41 56
1809344,40 46 86
1809413,44 1 66
1809466,18 19 79
1809486,71 33 79
1809529,86 24 7
1809559,64 80 51
1809632,37 41 39
1809654,8 97 25
1809783,15 2 86
1809786,40 86 46
1809832,32 27 33
1809842,21 97 17
1809886,93 41 24
1809945,94 95 96
1810060,65 58 59
1810075,4 72 33
1810261,71 33 75
1810316,32 30 33
1810346,56 57 89
1810354,63 19 39
1810357,49 2 26
1810470,49 76 4
1810483,66 45 31
1810494,37 21 88
1810526,1 31 44
1810609,42 12 40
1810651,72 4 71
1810693,12 42 51
1810717,94 95 38
1810723,93 41 66
1810845,38 57 101
1810863,18 19 81
1810884,97 33 65
1810888,56 57 95
1810924,73 76 5
1810961,41 24 89
1810977,31 1 66
1811147,38 57 56
1811158,82 64 94
1811248,57 56 83
1811453,37 86 74
1811670,49 4 55
1811694,39 37 21
1811766,94 57 24
1811791,83 35 41
1811843,49 30 32
1812135,88 41 2
1812314,41 24 93
1812324,95 80 64
1812355,34 44 1
1812455,5 86 97
1812475,76 73 67
1812572,68 29 71
1812607,3 52 31
1812648,88 16 95
1812805,65 58 59
1812979,95 80 82
1813285,87 13 92
1813363,30 97 33
1813406,91 89 88
1813410,45 52 78
1813527,18 24 45
1813647,45 78 39
1813673,78 79 74
1813683,32 55 30
1813698,58 65 59
1813801,67 0 5
1813816,15 9 84
1813919,38 57 49
1813992,93 41 83
1814060,97 5 40
1814061,73 76 60
1814074,52 31 1
1814404,55 36 2
1814462,10 36 41
1814522,48 98 40
1814598,57 3 56
1814660,97 67 5
1814681,53 54 41
1814691,17 80 21
1814737,49 26 55
1814756,51 95 82
1814894,75 79 47
1814956,47 63 37
1815018,27 28 65
1815128,65 58 59
1815205,86 98 97
1815276,93 41 67
1815391,73 76 2
1815515,71 75 26
1815575,18 19 17
1815626,23 2 0
1815740,42 12 61
1815749,23 2 50
1815871,15 19 2
1816181,7 86 41
1816185,34 12 44
1816186,64 51 80
1816237,87 13 2
1816248,83 35 67
1816390,64 51 82
1816451,65 58 59
1816587,48 40 43
1816590,78 1 45
1816830,102 97 101
1817004,8 97 67
1817028,54 41 53
1817040,63 25 26
1817074,81 45 63
1817097,97 5 24
1817120,83 88 64
1817149,46 7 97
1817261,41 24 56
1817293,81 18 52
1817300,50 64 55
1817319,0 6 2
1817335,91 54 13
1817367,40 61 46
1817384,86 24 5
1817551,86 74 37
1817874,73 76 78
1817936,79 73 76
1817982,50 16 2
1818033,91 54 89
1818042,5 41 24
1818080,14 48 85
1818168,57 3 56
1818313,48 43 98
1818512,75 68 76
1818537,92 88 87
1818648,58 65 51
1818659,94 38 56
1818764,91 89 54
1818822,63 77 2
1818889,97 98 67
1818987,94 82 95
1819002,4 33 72
1819087,25 26 8
1819251,46 11 9
1819262,96 95 34
1819317,61 40 9
1819412,31 1 66
1819466,7 86 43
1819523,50 15 1
1819549,5 41 24
1819597,88 89 24
1819648,41 24 5
1819728,30 33 11
1819737,1 31 66
1819786,64 51 82
1819934,55 38 18
1820000,93 41 62
1820105,33 7 46
1820159,25 26 8
1820183,3 52 100
1820343,8 97 67
1820550,70 12 46
1820663,79 5 65
1820687,13 0 14
1820785,63 18 47
1820895,98 24 5
1821006,83 35 67
1821106,80 95 94
1821122,5 24 41
1821154,97 68 5
1821169,95 80 82
1821208,48 43 15
1821222,24 5 74
1821382,29 74 68
1821452,8 97 0
1821521,1 31 66
1821540,26 49 25
1821647,37 31 39
1821691,56 41 57
1821758,102 3 23
1821941,92 87 37
1822062,83 35 41
1822075,44 94 1
1822192,45 1 39
1822217,27 28 65
1822225,75 79 68
1822327,70 48 64
1822343,96 66 56
1822391,20 21 19
1822517,83 35 56
1822553,37 39 47
1822567,10 41 97
1822586,66 44 31
1822660,2 0 23
1822686,10 41 45
1822858,28 99 80
1822908,34 44 66
1822935,41 93 24
1822936,7 97 86
1822999,8 97 67
1823016,86 7 24
1823038,86 24 97
1823219,56 57 88
1823323,58 65 59
1823506,57 56 3
1823666,17 21 83
1823670,0 67 2
1823869,3 97 2
1823920,65 102 58
1823941,102 23 13
1824016,93 41 66
1824035,36 11 9
1824257,58 65 59
1824507,88 15 95
1824523,93 41 24
1824643,53 54 41
1824655,49 99 30
1824759,102 101 83
1825004,93 41 62
1825100,37 41 93
1825143,63 23 2
1825176,91 89 54
1825216,87 92 13
1825247,49 86 26
1825342,37 39 74
1825344,20 21 97
1825587,79 73 2
1825668,11 32 46
1825716,82 95 64
1825889,70 83 35
1825971,74 5 24
1826025,87 2 83
1826183,86 37 24
1826316,51 80 64
1826321,83 35 102
1826339,42 12 40
1826384,6 7 97
1826402,5 34 89
1826450,65 58 34
1826497,62 93 83
1826544,61 40 46
1826661,34 12 13
1826724,93 41 83
1826783,95 82 80
1826797,20 21 15
1826843,3 46 42
1826844,100 64 99
1826863,84 0 2
1826934,91 99 54
1827015,50 16 55
1827070,100 1 78
1827408,25 26 8
1827513,3 97 41
1827681,79 71 33
1827726,11 46 68
1827764,97 65 0
1827998,86 24 74
1828005,83 41 89
1828048,62 93 42
1828117,63 23 22
1828209,98 5 24
1828317,24 5 41
1828347,64 51 80
1828363,91 13 89
1828396,46 40 61
1828433,84 102 100
1828509,99 64 51
1828525,45 39 38
1828661,68 55 49
1828663,4 25 71
1828804,43 67 2
1828813,38 57 56
1829133,86 74 97
1829280,86 98 6
1829322,86 98 65
1829323,93 83 35
1829489,79 73 75
1829527,16 3 31
1829653,70 5 65
1829716,5 41 24
1829769,57 56 3
1829825,18 19 81
1829850,86 7 6
1829852,77 73 88
1830071,65 58 3
1830200,91 70 54
1830273,57 56 38
1830404,79 73 71
1830446,58 65 59
1830458,63 1 77
1830615,9 79 15
1830702,93 66 83
1830706,77 72 71
1830845,53 54 89
1830858,2 0 23
1830870,64 51 82
1830901,73 79 76
1830935,37 39 63
1830937,75 71 76
1830973,51 64 82
1831050,82 95 94
1831062,98 86 24
1831097,49 32 97
1831306,83 35 56
1831366,1 31 52
1831388,30 47 32
1831440,22 12 40
1831489,39 34 49
1831526,53 54 89
1831529,0 67 2
1831661,95 82 94
1831663,97 40 65
1831803,42 12 2
1831821,93 41 83
1832183,58 65 91
1832191,83 35 89
1832246,17 80 15
1832432,92 95 87
1832537,42 61 85
1832704,34 44 1
1832744,41 93 24
1832804,97 65 41
1832859,6 65 67
1832886,41 53 54
1832901,12 83 42
1832929,41 24 94
1833010,85 44 1
1833202,79 73 71
1833249,32 33 40
1833269,18 50 19
1833293,18 19 63
1833407,37 97 39
1833409,12 91 42
1833441,53 54 41
1833491,93 44 41
1833493,50 55 15
1833529,55 36 15
1833552,42 40 12
1833576,80 95 82
1833685,100 99 64
1833901,9 79 71
1833919,83 41 35
1833926,15 16 20
1834125,12 42 40
1834135,79 73 76
1834161,47 68 63
1834174,76 73 77
1834192,10 40 2
1834213,5 97 0
1834268,88 89 53
1834331,44 1 34
1834333,1 31 44
1834531,91 54 53
1834674,31 66 1
1834841,86 98 24
1834857,89 41 54
1834859,51 64 80
1834942,82 95 64
1835020,83 2 35
1835025,88 89 41
1835037,83 35 41
1835096,95 80 82
1835143,19 15 18
1835171,37 86 97
1835276,86 98 24
1835307,98 24 74
1835397,81 45 18
1835412,47 55 68
1835603,82 95 64
1835686,2 60 59
1835711,99 53 54
1835770,93 41 66
1835774,25 26 8
1835812,56 57 62
1835919,91 54 89
1835941,102 13 90
1836009,53 54 89
1836056,54 41 53
1836335,49 26 55
1836398,78 45 20
1836411,94 95 18
1836520,32 33 30
1836539,59 2 60
1836554,41 89 24
1836814,82 95 92
1836829,93 41 83
1836996,37 15 21
1837013,36 48 43
1837263,88 89 41
1837391,49 12 32
1837455,3 36 42
1837459,12 64 42
1837487,83 35 51
1837495,43 46 12
1837519,86 37 24
1837524,58 65 59
1837569,83 35 41
1837699,43 2 30
1837884,51 64 99
1837940,86 24 98
1838012,18 19 17
1838024,74 0 2
1838118,49 30 4
1838169,15 2 5
1838240,71 33 2
1838251,24 5 41
1838299,30 4 32
1838311,41 24 93
1838324,65 58 59
1838366,59 65 58
1838430,42 40 65
1838710,89 88 53
1838719,55 50 32
1838785,93 44 83
1838828,37 41 74
1838881,95 82 51
1838894,83 35 57
1838920,30 33 15
1839062,15 50 2
1839069,88 95 80
1839249,65 58 40
1839378,0 2 67
1839405,23 2 57
1839445,53 90 54
1839479,4 33 71
1839498,1 31 66
1839595,14 42 20
1839771,83 35 93
1839876,9 46 79
1839895,78 74 77
1839925,64 94 42
1839982,100 64 51
1840086,25 8 26
1840276,9 36 11
1840280,51 64 80
1840333,56 57 35
1840488,97 67 46
1840503,45 52 1
1840588,38 94 57
1840626,13 56 87
1840841,52 41 31
1840979,67 0 2
1840984,66 31 93
1841007,50 16 64
1841072,43 70 0
1841122,41 5 24
1841144,32 40 30
1841214,74 24 5
1841305,55 98 49
1841339,78 76 18
1841363,13 41 87
1841512,43 13 23
1841632,88 89 41
1841706,22 81 39
1841798,56 88 57
1841813,53 54 41
1841848,42 12 33
1841850,53 54 89
1841856,44 34 67
1841862,101 94 95
1841870,5 41 24
1841915,24 98 41
1841935,91 54 89
1841974,102 100 83
1842055,26 25 49
1842104,3 41 88
1842114,47 68 30
1842157,78 79 74
1842158,36 11 15
1842274,10 13 43
1842287,34 41 66
1842507,58 65 59
1842528,63 5 76
1842600,51 64 99
1842612,66 1 44
1842805,41 24 83
1842837,61 40 68
1842908,2 60 15
1842925,85 35 42
1842932,78 79 75
1842955,12 42 69
1842994,50 16 15
1843009,88 89 3
1843055,97 65 40
1843137,59 65 58
1843142,93 41 83
1843279,37 30 21
1843347,0 67 2
1843483,19 18 15
1843632,79 75 71
1843679,75 79 68
1843702,93 41 24
1843741,97 5 65
1843743,50 15 55
1843791,30 32 97
1843964,93 41 83
1843991,88 89 3
1844094,57 3 89
1844112,93 66 44
1844179,57 3 56
1844192,42 40 61
1844194,7 86 98
1844421,43 36 11
1844463,12 51 2
1844553,83 62 35
1844567,4 72 49
1844612,64 51 80
1844684,63 88 85
1844703,10 66 45
1844803,42 12 85
1844834,2 0 23
1844837,94 24 66
1844958,72 41 33
1844969,44 96 52
1844974,85 42 83
1845019,3 57 56
1845119,42 31 12
1845170,98 89 41
1845195,30 47 68
1845214,83 35 56
1845361,100 51 64
1845375,48 36 98
1845472,2 0 23
1845555,102 23 38
1845567,63 77 23
1845591,94 26 25
1845888,68 30 97
1845911,100 1 31
1845995,57 3 56
1846116,42 40 61
1846221,13 43 10
1846232,100 52 1
1846254,3 89 88
1846278,49 99 55
1846302,56 57 41
1846310,14 13 88
1846381,30 33 32
1846403,88 41 37
1846447,59 65 58
1846494,101 54 87
1846542,65 58 34
1846740,80 2 95
1846965,15 98 40
1847000,93 41 83
1847024,79 75 71
1847439,35 83 67
1847580,5 41 0
1847742,80 95 82
1847768,6 33 0
1847783,71 79 33
1847906,10 41 40
1847920,58 65 59
1847926,50 38 15
1847965,49 50 30
1848072,37 39 88
1848274,93 41 83
1848280,18 19 81
1848323,25 26 8
1848389,84 0 26
1848532,2 47 0
1848538,3 57 65
1848549,91 54 3
1848601,42 12 36
1848606,23 2 67
1848620,102 83 38
1848731,93 41 83
1848733,93 41 83
1848826,3 102 52
1848834,71 79 73
1848864,64 51 82
1848916,5 24 8
1848995,41 24 5
1849066,34 44 1
1849108,88 41 57
1849189,4 2 33
1849339,70 43 65
1849579,18 94 81
1849745,61 40 42
1849807,51 64 82
1849950,50 16 15
1849958,40 61 42
1849969,5 0 97
1849977,9 36 79
1850084,60 75 15
1850143,101 102 54
1850219,73 76 5
1850282,40 2 46
1850307,95 80 82
1850357,102 31 100
1850683,21 97 20
1850733,94 44 96
1850868,15 2 30
1850898,2 80 23
1850920,32 11 33
1850943,57 3 56
1850953,91 89 13
1850970,71 4 72
1851226,93 41 83
1851411,70 5 97
1851507,86 98 40
1851581,18 32 47
1851661,83 93 56
1851670,88 89 24
1851718,37 30 88
1851741,57 3 56
1851900,55 49 1
1852051,42 12 16
1852266,55 49 50
1852343,97 40 5
1852352,66 31 44
1852450,65 58 89
1852515,57 3 56
1852528,58 65 44
1852538,34 2 65
1852684,73 76 79
1852816,41 24 5
1852818,1 31 47
1852837,30 47 68
1852929,73 76 79
1853081,78 63 93
1853151,66 31 1
1853166,33 72 40
1853282,42 12 44
1853525,0 67 2
1853529,96 95 62
1853854,8 97 25
1853901,79 73 75
1853931,93 66 31
1854223,69 3 83
1854551,2 80 0
1854574,94 0 95
1854589,37 41 21
1854628,37 39 49
1854686,23 2 64
1854760,86 97 74
1854980,82 95 99
1854995,27 65 63
1855027,93 80 83
1855088,41 88 93
1855155,50 16 15
1855223,93 41 83
1855395,56 57 3
1855466,71 4 74
1855482,93 41 83
1855538,41 24 5
1855584,82 94 64
1855608,30 33 32
1855643,8 97 67
1855811,56 57 3
1855823,93 41 83
1855843,41 24 66
1855863,91 13 54
1855899,62 96 83
1855947,39 37 22
1855958,7 41 86
1856034,52 102 43
1856053,88 89 24
1856072,42 40 46
1856104,5 41 24
1856148,71 68 29
1856153,86 98 24
1856217,94 88 95
1856234,48 43 40
1856341,79 75 71
1856343,24 74 41
1856346,42 12 16
1856357,50 41 8
1856608,18 19 41
1856681,65 58 41
1856687,65 58 62
1856720,37 41 88
1856839,87 13 92
1856904,94 2 44
1856919,10 43 13
1856930,17 21 3
1857016,65 58 59
1857082,6 0 98
1857115,40 97 46
1857125,66 44 31
1857148,102 51 13
1857231,26 25 63
1857360,101 95 96
1857389,23 2 65
1857502,93 41 37
1857536,79 73 75
1857569,6 29 0
1857588,65 58 59
1857617,63 47 5
1857634,89 88 41
1857740,55 32 47
1857746,42 40 12
1857748,53 54 90
1857802,12 42 51
1858085,6 7 97
1858191,97 40 65
1858194,57 3 38
1858222,58 65 41
1858233,66 83 44
1858284,37 39 88
1858411,64 51 82
1858419,26 25 80
1858868,18 19 17
1858901,100 1 44
1859103,49 99 2
1859121,63 76 5
1859223,93 41 24
1859241,10 41 2
1859264,40 97 46
1859272,39 52 41
1859324,57 56 3
1859335,56 35 83
1859427,8 97 0
1859430,47 63 1
1859487,10 41 40
1859573,34 66 44
1859614,41 24 88
1859621,44 34 1
1859683,86 15 98
1859707,66 31 44
1859810,50 15 55
1859911,93 83 41
1860022,2 0 4
1860114,81 44 26
1860256,65 58 59
1860331,5 24 41
1860353,83 35 62
1860373,11 46 47
1860419,2 30 16
1860450,75 12 86
1860493,2 30 74
1860544,35 83 88
1860548,52 1 45
1860738,51 64 12
1860786,24 5 41
1860822,91 89 56
1860828,93 41 56
1860967,40 42 46
1860984,97 6 40
1861156,73 76 5
1861263,93 41 62
1861317,54 41 66
1861364,2 0 80
1861373,33 7 6
1861439,18 20 17
1861562,33 30 7
1861590,63 39 47
1861632,37 97 93
1861703,40 46 42
1861791,97 24 0
1861958,23 2 50
1862079,42 61 40
1862124,37 39 21
1862211,64 51 80
1862372,65 58 59
1862564,56 57 89
1862587,97 49 98
1862610,86 37 30
1862822,30 36 18
1862969,99 51 64
1862976,41 24 83
1863045,41 24 57
1863086,57 56 3
1863269,97 5 0
1863339,9 79 75
1863357,97 33 5
1863482,80 51 64
1863488,1 100 15
1863516,2 0 47
1863523,92 95 87
1863576,53 54 89
1863758,61 40 9
1863788,100 30 12
1863833,35 83 34
1863851,87 92 85
1863931,50 88 11
1864040,97 0 2
1864084,79 73 75
1864204,24 5 74
1864210,41 24 62
1864278,93 41 44
1864409,8 97 67
1864689,40 46 2
1864727,58 65 59
1864813,101 64 54
1864830,3 97 88
1864968,50 88 16
1865000,33 72 40
1865041,58 65 91
1865092,37 41 39
1865095,23 2 67
1865221,10 40 43
1865222,58 65 41
1865235,83 35 93
1865395,28 27 31
1865437,65 58 59
1865584,25 8 26
1865611,80 2 97
1865739,8 97 67
1865810,12 42 18
1865841,82 95 26
1865877,56 57 41
1866007,55 49 98
1866104,62 89 95
1866185,97 29 40
1866218,89 41 88
1866233,63 47 19
1866255,91 70 89
1866468,97 65 58
1866505,83 35 56
1866552,81 45 97
1866880,82 92 67
1866899,40 46 10
1867001,88 89 95
1867073,37 39 41
1867166,24 41 5
1867181,44 55 34
1867187,53 54 41
1867213,97 0 2
1867250,12 51 2
1867299,64 51 82
1867364,67 0 2
1867447,46 42 40
1867450,43 5 36
1867548,79 73 71
1867694,7 86 97
1867759,37 41 97
1867815,62 41 93
1867829,64 51 82
1867836,39 63 1
1867842,86 97 74
1867857,0 67 2
1867938,98 24 86
1868133,75 71 79
1868200,83 89 35
1868213,10 43 36
1868228,26 25 77
1868328,86 24 98
1868359,3 42 36
1868411,2 47 49
1868446,80 26 28
1868465,37 39 93
1868467,3 7 65
1868546,20 21 19
1868579,36 11 48
1868623,102 23 101
1868694,82 95 64
1868698,37 39 41
1868754,56 57 89
1868796,59 65 58
1868882,35 65 83
1868967,86 97 37
1869027,53 83 41
1869040,55 32 21
1869076,65 58 59
1869085,50 55 12
1869096,97 40 68
1869213,64 51 80
1869239,88 94 89
1869328,40 17 97
1869353,101 38 54
1869557,29 74 2
1869816,41 90 95
1869901,54 53 41
1869997,93 41 24
1870094,78 74 8
1870107,80 2 98
1870366,101 41 90
1870368,15 48 40
1870433,97 44 65
1870453,18 19 81
1870481,97 2 58
1870571,100 20 40
1870613,75 68 6
1870625,91 54 89
1870714,80 2 83
1870742,86 98 97
1870751,70 12 43
1870836,46 40 7
1870840,82 95 80
1870869,79 75 9
1870887,56 57 95
1870906,101 54 65
1871031,62 83 93
1871078,19 15 18
1871143,86 24 89
1871193,41 24 5
1871239,83 56 35
1871301,91 54 70
1871376,93 41 83
1871458,35 83 89
1871463,18 83 23
1871489,12 42 15
1871567,49 26 4
1871578,41 24 5
1871609,93 41 37
1871633,58 65 59
1871688,12 42 40
1871703,0 2 67
1871772,88 95 54
1871796,64 51 80
1871819,55 50 64
1871948,83 3 41
